"","id","text","lang","author_id","created_at","clean_text","created_at_round"
"90","1578457925718224896","Yeah and heard that there is some concern about Ebola virus in the world again they are screening for it in legal entry. so prayer it doesn’t come across our borders that ate open and no screening there for it https://t.co/nqCt5sENUb","en","1464568252370198539",2022-10-07 18:51:10,"yeah and heard that there is some concern about ebola virus in the world again they are screening for it in legal entry so prayer it doesnt come across our borders that ate open and no screening there for it",2022-10-07 19:00:00
"91","1578457911872798720","@PierrePoilievre Pierre, how might you handle a global Ebola outbreak? Asking for those struggling to contain a recent outbreak in Africa.","en","1529494704055898114",2022-10-07 18:51:07,"pierre how might you handle a global ebola outbreak asking for those struggling to contain a recent outbreak in africa",2022-10-07 19:00:00
"92","1578457851428999168","Paragraph 4... https://t.co/aLyTSyQ34Y","en","291349358",2022-10-07 18:50:52,"paragraph",2022-10-07 19:00:00
"93","1578457612433215512","Is testing passengers enough to control the spread of Ebola? https://t.co/s55xrOKsNI","en","42106416",2022-10-07 18:49:55,"is testing passengers enough to control the spread of ebola",2022-10-07 19:00:00
"94","1578457507735166977","Oh wonderful, Ebola is trending on twitter. That is exactly what we need right now. https://t.co/NjYCU2wUmg","en","113108685",2022-10-07 18:49:30,"oh wonderful ebola is trending on twitter that is exactly what we need right now",2022-10-07 19:00:00
"95","1578457492279164930","@TheSkylineTrail @sleepyknave @lisa_iannattone “Quiz” &amp; “Key Facts” on the CDC’s Ebola page. https://t.co/aCSBdiTYOB https://t.co/uMPt9cAboR","en","170280910",2022-10-07 18:49:27,"quiz amp key facts on the cdcs ebola page",2022-10-07 19:00:00
"96","1578457470682660864","Health workers among 29 killed in Uganda Ebola outbreak https://t.co/UXl1R4sSR0 via @RFI_En #UGA","en","44329534",2022-10-07 18:49:21,"health workers amongkilled in uganda ebola outbreakviauga",2022-10-07 19:00:00
"97","1578457441133481984","@ScienceBotikus Whoa! Did you know:  The Ebola virus kills 4 out of every 5 humans it infects. @ScienceBotikus","en","1452689952018509828",2022-10-07 18:49:14,"whoa did you knowthe ebola virus killsout of everyhumans it infects",2022-10-07 19:00:00
"98","1578457020084424705","U.S. to Screen Travelers From Uganda for Ebola at 5 Airports - WebMD https://t.co/6F1fGTghnx","en","919198192868175873",2022-10-07 18:47:34,"us to screen travelers from uganda for ebola atairposwebmd",2022-10-07 19:00:00
"99","1578457013536686081","@tmcdonnell4 @white_bite Discussion at the processing center of the Underworld: ""thought my COVID was bad, and the monkeypox hurt like a mother, but it was the exsanguination from Ebola that did me in.""","en","375801620",2022-10-07 18:47:32,"discussion at the processing center of the underworld thought my covid was bad and the monkeypox hu like a mother but it was the exsanguination from ebola that did me in",2022-10-07 19:00:00
"100","1578456833983131649","""Clinicians with concerns about a patient with suspected EVD should contact their...health department immediately.... Early recognition &amp; identification of a suspected EVD patient under investigation (PUI) is critical...coordinate (with) CDC to prevent potential spread....""","en","1411668290154504196",2022-10-07 18:46:50,"clinicians with concerns about a patient with suspected evd should contact theirhealth depament immediately early recognition amp identification of a suspected evd patient under investigation pui is criticalcoordinate with cdc to prevent potential spread",2022-10-07 19:00:00
